status,url_len,host_len,special_char,is_https,url_digit,host_digit
0,41,20,1,0,0.0,0.0
0,107,21,2,0,0.0,0.0
0,62,44,6,1,0.0,0.0
1,34,16,2,1,0.0,0.0
1,28,19,2,1,0.0,0.0
1,32,23,2,1,0.0,0.0
1,27,18,3,1,0.0,0.0
0,41,24,4,0,0.04878048780487805,0.08333333333333333
1,40,17,3,0,0.0,0.0
0,55,36,4,0,0.0,0.0
0,35,22,2,0,0.02857142857142857,0.045454545454545456
1,28,20,2,0,0.0,0.0
1,79,29,2,0,0.08860759493670886,0.2413793103448276
1,58,22,2,0,0.0,0.0
0,152,18,2,0,0.2565789473684211,2.1666666666666665
1,26,17,2,1,0.0,0.0
0,57,20,2,1,0.017543859649122806,0.05
0,45,28,3,0,0.0,0.0
1,63,12,1,0,0.0,0.0
0,65,31,3,0,0.046153846153846156,0.0967741935483871
0,30,21,3,1,0.0,0.0
1,33,22,2,0,0.0,0.0
1,35,11,1,1,0.0,0.0
1,32,23,2,1,0.0,0.0
0,79,13,1,0,0.0,0.0
1,46,17,3,0,0.0,0.0
0,34,17,2,0,0.20588235294117646,0.4117647058823529
1,55,17,2,0,0.0,0.0
0,35,28,2,0,0.0,0.0
1,35,27,3,0,0.0,0.0
0,70,35,3,0,0.08571428571428572,0.17142857142857143
0,67,40,5,0,0.2835820895522388,0.475
0,84,24,2,0,0.14285714285714285,0.5
1,91,19,2,0,0.0,0.0
0,52,29,1,0,0.0,0.0
0,85,18,3,0,0.36470588235294116,1.7222222222222223
1,59,21,2,1,0.06779661016949153,0.19047619047619047
0,57,7,1,1,0.07017543859649122,0.5714285714285714
0,128,54,6,0,0.1953125,0.46296296296296297
0,43,7,1,0,0.0,0.0
1,29,20,2,1,0.0,0.0
0,156,15,2,0,0.14743589743589744,1.5333333333333334
1,61,16,2,0,0.08196721311475409,0.3125
0,36,29,2,0,0.027777777777777776,0.034482758620689655
0,128,50,5,1,0.15625,0.4
1,64,19,4,0,0.0,0.0
1,38,19,1,1,0.0,0.0
0,61,12,1,0,0.39344262295081966,2.0
1,49,20,3,0,0.0,0.0
0,67,18,1,0,0.1044776119402985,0.3888888888888889
1,40,31,2,1,0.0,0.0
0,125,50,5,1,0.136,0.34
1,22,13,2,1,0.0,0.0
1,117,19,2,1,0.05128205128205128,0.3157894736842105
0,133,23,2,0,0.03759398496240601,0.21739130434782608
0,133,27,2,0,0.0,0.0
0,39,14,3,0,0.28205128205128205,0.7857142857142857
1,50,15,2,0,0.0,0.0
0,114,37,2,1,0.008771929824561403,0.02702702702702703
0,29,22,2,0,0.06896551724137931,0.09090909090909091
1,63,19,2,0,0.06349206349206349,0.21052631578947367
0,76,14,2,0,0.02631578947368421,0.14285714285714285
1,31,22,2,1,0.03225806451612903,0.045454545454545456
0,30,22,2,1,0.0,0.0
1,36,13,1,1,0.0,0.0
0,91,21,2,1,0.0,0.0
0,67,18,2,0,0.05970149253731343,0.2222222222222222
1,40,32,2,0,0.0,0.0
1,43,18,2,0,0.0,0.0
0,81,19,2,0,0.20987654320987653,0.8947368421052632
0,121,24,2,0,0.23140495867768596,1.1666666666666667
1,17,9,1,0,0.058823529411764705,0.1111111111111111
0,22,14,1,0,0.0,0.0
0,66,12,2,0,0.0,0.0
0,39,15,2,1,0.0,0.0
1,24,15,2,1,0.0,0.0
0,56,15,2,0,0.0,0.0
0,35,14,1,0,0.0,0.0
1,86,37,2,0,0.0,0.0
0,26,11,1,0,0.0,0.0
0,57,21,2,0,0.0,0.0
1,25,13,2,1,0.0,0.0
1,21,14,2,0,0.0,0.0
1,34,25,3,1,0.0,0.0
0,155,14,2,0,0.4,4.428571428571429
1,46,18,1,0,0.0,0.0
1,23,15,3,0,0.0,0.0
1,52,17,2,0,0.0,0.0
0,76,16,1,0,0.0,0.0
0,79,60,6,1,0.2911392405063291,0.38333333333333336
1,49,14,2,1,0.0,0.0
0,58,10,1,1,0.0,0.0
0,54,9,1,0,0.1111111111111111,0.6666666666666666
0,127,61,6,1,0.2992125984251969,0.6229508196721312
0,58,18,1,0,0.0,0.0
0,52,44,4,0,0.057692307692307696,0.06818181818181818
1,24,15,2,1,0.0,0.0
1,81,20,2,1,0.0,0.0
0,177,21,2,0,0.24293785310734464,2.0476190476190474
0,21,6,1,0,0.09523809523809523,0.3333333333333333
0,49,36,5,1,0.02040816326530612,0.027777777777777776
1,52,17,2,0,0.0,0.0
0,23,12,1,0,0.0,0.0
1,35,27,2,0,0.0,0.0
1,82,34,2,0,0.0,0.0
0,63,33,5,0,0.047619047619047616,0.09090909090909091
0,91,14,3,0,0.2967032967032967,1.9285714285714286
1,49,20,2,0,0.0,0.0
1,23,14,2,1,0.0,0.0
0,41,16,1,1,0.0,0.0
0,19,8,1,0,0.0,0.0
1,49,12,2,1,0.08163265306122448,0.3333333333333333
0,25,9,1,1,0.16,0.4444444444444444
0,113,15,2,1,0.07079646017699115,0.5333333333333333
1,92,22,2,1,0.08695652173913043,0.36363636363636365
1,35,22,2,1,0.0,0.0
1,45,16,2,1,0.0,0.0
1,69,23,4,1,0.014492753623188406,0.043478260869565216
1,41,21,1,0,0.07317073170731707,0.14285714285714285
0,126,50,5,0,0.1349206349206349,0.34
0,52,19,2,0,0.0,0.0
1,41,32,2,1,0.0,0.0
0,37,16,2,0,0.0,0.0
1,47,12,2,1,0.0,0.0
1,26,10,2,0,0.0,0.0
0,45,36,3,1,0.0,0.0
1,58,15,2,0,0.0,0.0
1,18,9,2,1,0.0,0.0
1,97,15,2,0,0.0,0.0
1,43,16,2,1,0.0,0.0
0,109,17,1,0,0.0,0.0
0,25,9,1,0,0.0,0.0
1,51,17,2,1,0.0,0.0
0,21,13,2,0,0.0,0.0
1,66,20,2,0,0.045454545454545456,0.15
1,64,27,3,1,0.0,0.0
1,26,17,2,1,0.0,0.0
1,31,22,2,1,0.0,0.0
1,68,18,2,1,0.07352941176470588,0.2777777777777778
1,108,45,5,0,0.09259259259259259,0.2222222222222222
0,263,15,2,1,0.17870722433460076,3.1333333333333333
1,40,16,2,1,0.025,0.0625
0,100,21,2,0,0.0,0.0
1,25,16,2,1,0.0,0.0
0,34,21,2,0,0.0,0.0
1,19,11,2,0,0.0,0.0
1,49,16,2,1,0.0,0.0
1,48,24,3,0,0.0,0.0
0,113,15,2,1,0.07964601769911504,0.6
1,29,20,2,1,0.0,0.0
0,96,16,2,0,0.0,0.0
0,44,24,2,1,0.09090909090909091,0.16666666666666666
1,26,19,2,0,0.0,0.0
0,35,24,3,1,0.05714285714285714,0.08333333333333333
0,33,10,1,0,0.0,0.0
0,65,16,2,0,0.0,0.0
0,57,14,3,0,0.19298245614035087,0.7857142857142857
1,23,16,1,0,0.0,0.0
1,35,26,2,1,0.0,0.0
0,20,13,2,0,0.0,0.0
1,56,21,2,1,0.0,0.0
1,101,21,3,0,0.04950495049504951,0.23809523809523808
0,156,15,2,0,0.16025641025641027,1.6666666666666667
1,49,16,2,0,0.0,0.0
0,35,16,2,0,0.0,0.0
1,56,15,2,0,0.0,0.0
0,46,22,1,1,0.021739130434782608,0.045454545454545456
1,44,10,1,1,0.0,0.0
0,103,13,2,1,0.23300970873786409,1.8461538461538463
1,24,15,2,1,0.0,0.0
1,31,22,3,1,0.0,0.0
0,39,32,4,0,0.0,0.0
1,32,16,2,1,0.0,0.0
0,22,14,2,0,0.0,0.0
1,35,13,2,0,0.0,0.0
0,169,10,2,0,0.023668639053254437,0.4
0,46,19,1,0,0.021739130434782608,0.05263157894736842
0,74,16,2,1,0.0,0.0
1,159,13,2,1,0.12578616352201258,1.5384615384615385
0,73,40,6,0,0.0410958904109589,0.075
1,68,38,2,0,0.0,0.0
0,73,29,2,0,0.0,0.0
0,42,34,5,0,0.0,0.0
1,44,36,2,1,0.0,0.0
1,123,17,2,0,0.13821138211382114,1.0
1,41,18,2,1,0.0,0.0
0,47,20,1,0,0.0,0.0
0,77,23,1,0,0.2597402597402597,0.8695652173913043
0,37,19,2,0,0.0,0.0
1,76,17,1,0,0.10526315789473684,0.47058823529411764
1,50,20,2,1,0.0,0.0
0,43,12,2,0,0.0,0.0
0,31,8,1,0,0.12903225806451613,0.5
1,31,23,2,0,0.0,0.0
1,51,19,2,0,0.0,0.0
0,62,29,4,0,0.11290322580645161,0.2413793103448276
1,20,11,2,1,0.0,0.0
0,128,50,5,1,0.203125,0.52
0,62,10,1,0,0.2903225806451613,1.8
1,35,26,2,1,0.0,0.0
0,37,16,2,0,0.0,0.0
0,47,15,3,0,0.06382978723404255,0.2
1,53,16,2,0,0.0,0.0
1,72,14,3,0,0.1388888888888889,0.7142857142857143
0,126,31,2,0,0.25396825396825395,1.032258064516129
1,73,15,2,1,0.0,0.0
0,50,16,2,0,0.08,0.25
1,22,15,1,0,0.0,0.0
1,63,16,2,1,0.36507936507936506,1.4375
1,71,15,2,1,0.0,0.0
1,87,21,3,0,0.13793103448275862,0.5714285714285714
0,52,18,1,0,0.038461538461538464,0.1111111111111111
0,42,23,3,1,0.21428571428571427,0.391304347826087
1,21,13,3,0,0.0,0.0
0,38,18,1,0,0.0,0.0
0,125,50,5,0,0.176,0.44
0,126,50,5,0,0.1746031746031746,0.44
1,48,29,2,0,0.041666666666666664,0.06896551724137931
0,52,35,3,0,0.057692307692307696,0.08571428571428572
0,62,27,2,0,0.0,0.0
1,79,23,3,1,0.05063291139240506,0.17391304347826086
1,61,15,2,0,0.0,0.0
0,118,42,4,0,0.15254237288135594,0.42857142857142855
1,58,14,2,0,0.0,0.0
0,38,24,1,0,0.0,0.0
1,52,16,2,0,0.0,0.0
0,38,30,5,0,0.0,0.0
1,52,16,3,0,0.0,0.0
1,49,11,1,0,0.0,0.0
1,47,15,2,0,0.0,0.0
0,43,12,2,1,0.0,0.0
1,75,16,1,1,0.08,0.375
0,611,21,3,1,0.11620294599018004,3.380952380952381
1,25,16,2,1,0.0,0.0
1,28,19,2,1,0.0,0.0
0,72,16,2,0,0.013888888888888888,0.0625
0,50,17,3,0,0.0,0.0
1,67,17,2,1,0.08955223880597014,0.35294117647058826
1,29,21,2,0,0.0,0.0
1,75,16,2,1,0.0,0.0
0,42,14,1,1,0.023809523809523808,0.07142857142857142
0,88,22,3,1,0.1590909090909091,0.6363636363636364
1,40,31,2,1,0.0,0.0
1,48,16,2,1,0.0,0.0
0,41,18,1,0,0.0,0.0
0,232,13,3,0,0.3793103448275862,6.769230769230769
1,42,14,2,0,0.11904761904761904,0.35714285714285715
0,115,42,4,0,0.20869565217391303,0.5714285714285714
0,40,27,2,0,0.0,0.0
0,32,24,3,0,0.0,0.0
0,38,13,2,0,0.0,0.0
0,127,50,5,1,0.14173228346456693,0.36
0,39,18,3,1,0.0,0.0
1,55,19,2,1,0.09090909090909091,0.2631578947368421
1,105,28,2,0,0.0,0.0
0,129,6,1,0,0.12403100775193798,2.6666666666666665
0,46,17,2,0,0.021739130434782608,0.058823529411764705
0,98,22,3,1,0.01020408163265306,0.045454545454545456
1,38,17,2,0,0.0,0.0
0,89,15,3,0,0.056179775280898875,0.3333333333333333
0,72,31,2,1,0.0,0.0
0,124,46,5,1,0.22580645161290322,0.6086956521739131
0,46,37,5,1,0.0,0.0
0,30,23,1,0,0.0,0.0
0,127,50,5,0,0.11811023622047244,0.3
0,34,25,3,1,0.0,0.0
0,45,16,2,1,0.0,0.0
1,25,17,3,0,0.0,0.0
0,20,12,2,0,0.0,0.0
1,25,12,2,1,0.0,0.0
1,40,25,2,0,0.0,0.0
1,84,9,1,0,0.0,0.0
1,70,14,2,0,0.0,0.0
0,32,16,1,0,0.0,0.0
0,33,24,2,1,0.0,0.0
1,133,18,3,1,0.23308270676691728,1.7222222222222223
1,16,9,1,0,0.0,0.0
1,29,22,2,0,0.0,0.0
0,22,7,1,1,0.0,0.0
1,84,21,2,1,0.0,0.0
0,41,10,1,1,0.0,0.0
1,44,18,2,1,0.0,0.0
0,99,15,2,1,0.1111111111111111,0.7333333333333333
0,219,12,2,1,0.3881278538812785,7.083333333333333
1,24,15,2,1,0.0,0.0
0,48,18,2,0,0.0625,0.16666666666666666
1,21,13,2,0,0.0,0.0
1,51,21,2,0,0.0,0.0
1,39,16,2,1,0.0,0.0
0,42,16,2,1,0.0,0.0
0,31,12,1,1,0.0,0.0
0,76,50,5,0,0.17105263157894737,0.26
0,123,46,5,1,0.14634146341463414,0.391304347826087
1,46,17,2,0,0.021739130434782608,0.058823529411764705
1,42,14,2,0,0.11904761904761904,0.35714285714285715
0,68,37,6,0,0.08823529411764706,0.16216216216216217
1,23,14,2,1,0.0,0.0
1,20,12,2,1,0.0,0.0
0,29,15,1,0,0.06896551724137931,0.13333333333333333
1,20,11,2,1,0.0,0.0
1,80,28,2,0,0.0,0.0
0,66,19,2,1,0.06060606060606061,0.21052631578947367
1,42,9,2,0,0.047619047619047616,0.2222222222222222
0,85,26,4,0,0.0,0.0
0,48,15,2,0,0.0,0.0
0,46,8,1,0,0.0,0.0
0,82,16,2,1,0.08536585365853659,0.4375
1,66,28,2,0,0.0,0.0
1,24,17,1,0,0.0,0.0
1,47,18,3,1,0.0851063829787234,0.2222222222222222
1,63,21,2,0,0.0,0.0
0,58,25,3,1,0.0,0.0
0,104,28,4,0,0.22115384615384615,0.8214285714285714
1,24,15,2,1,0.0,0.0
0,30,16,2,1,0.0,0.0
1,84,32,4,0,0.0,0.0
1,46,14,2,0,0.0,0.0
0,32,17,1,0,0.0,0.0
0,48,41,6,0,0.0,0.0
1,70,36,2,0,0.0,0.0
1,104,31,2,1,0.11538461538461539,0.3870967741935484
1,32,23,2,1,0.0,0.0
1,92,16,2,0,0.0,0.0
0,57,25,2,0,0.19298245614035087,0.44
1,89,15,2,1,0.1348314606741573,0.8
1,28,20,2,0,0.0,0.0
0,45,19,1,0,0.0,0.0
1,52,21,1,0,0.07692307692307693,0.19047619047619047
0,206,12,3,0,0.17475728155339806,3.0
0,96,14,1,0,0.20833333333333334,1.4285714285714286
1,69,11,1,0,0.0,0.0
1,32,14,2,1,0.125,0.2857142857142857
1,48,18,3,1,0.0,0.0
1,60,23,3,0,0.0,0.0
1,111,19,2,1,0.0990990990990991,0.5789473684210527
1,59,20,2,1,0.0,0.0
1,118,12,2,1,0.01694915254237288,0.16666666666666666
1,37,18,2,1,0.0,0.0
1,59,17,2,0,0.05084745762711865,0.17647058823529413
1,26,18,3,0,0.0,0.0
1,73,15,2,1,0.0,0.0
0,49,31,3,0,0.14285714285714285,0.22580645161290322
1,69,19,2,1,0.0,0.0
0,37,25,2,1,0.21621621621621623,0.32
0,129,54,6,0,0.17054263565891473,0.4074074074074074
0,128,18,2,0,0.0,0.0
1,25,16,2,1,0.0,0.0
1,33,24,2,1,0.0,0.0
1,71,26,2,0,0.0,0.0
1,109,7,1,1,0.05504587155963303,0.8571428571428571
1,71,18,3,0,0.14084507042253522,0.5555555555555556
1,67,18,2,0,0.04477611940298507,0.16666666666666666
0,58,49,6,1,0.13793103448275862,0.16326530612244897
1,60,22,2,0,0.03333333333333333,0.09090909090909091
0,86,28,2,0,0.09302325581395349,0.2857142857142857
0,159,40,5,0,0.16352201257861634,0.65
0,96,14,1,0,0.19791666666666666,1.3571428571428572
1,24,16,2,0,0.0,0.0
0,110,23,2,0,0.15454545454545454,0.7391304347826086
0,28,21,2,0,0.03571428571428571,0.047619047619047616
0,89,24,3,1,0.0,0.0
0,55,47,4,0,0.2909090909090909,0.3404255319148936
0,67,18,2,0,0.0,0.0
0,26,13,2,1,0.038461538461538464,0.07692307692307693
0,42,25,2,0,0.0,0.0
1,31,18,2,0,0.0,0.0
1,53,24,3,0,0.0,0.0
0,75,16,1,0,0.0,0.0
1,43,22,2,0,0.0,0.0
0,35,18,2,0,0.0,0.0
1,43,15,2,1,0.046511627906976744,0.13333333333333333
0,59,51,4,0,0.1864406779661017,0.21568627450980393
0,93,14,2,0,0.21505376344086022,1.4285714285714286
0,166,10,1,0,0.37349397590361444,6.2
1,56,19,2,1,0.10714285714285714,0.3157894736842105
1,68,22,2,0,0.0,0.0
0,71,27,1,0,0.0,0.0
0,58,15,2,1,0.0,0.0
0,33,10,1,0,0.0,0.0
0,71,35,3,0,0.08450704225352113,0.17142857142857143
1,26,13,1,1,0.11538461538461539,0.23076923076923078
0,55,38,2,0,0.05454545454545454,0.07894736842105263
0,32,14,1,0,0.0,0.0
1,19,12,2,0,0.0,0.0
0,45,34,4,0,0.17777777777777778,0.23529411764705882
1,38,16,2,0,0.0,0.0
1,75,17,3,0,0.09333333333333334,0.4117647058823529
1,62,16,3,1,0.0,0.0
0,60,12,2,0,0.0,0.0
0,46,25,1,1,0.0,0.0
0,31,23,2,0,0.0,0.0
0,43,35,2,0,0.0,0.0
0,55,46,6,1,0.0,0.0
0,292,11,1,0,0.2773972602739726,7.363636363636363
0,141,13,1,0,0.0070921985815602835,0.07692307692307693
1,32,25,2,0,0.0,0.0
1,46,14,2,1,0.1956521739130435,0.6428571428571429
0,212,12,1,1,0.16037735849056603,2.8333333333333335
1,29,20,3,1,0.0,0.0
0,267,213,12,1,0.1797752808988764,0.22535211267605634
1,56,16,1,1,0.0,0.0
1,55,14,2,1,0.0,0.0
1,106,24,2,1,0.05660377358490566,0.25
1,26,18,2,0,0.0,0.0
0,64,35,4,1,0.21875,0.4
1,75,18,2,1,0.0,0.0
1,51,8,1,0,0.0784313725490196,0.5
1,34,25,2,1,0.0,0.0
1,40,25,2,0,0.0,0.0
1,24,15,3,1,0.0,0.0
1,30,22,2,0,0.0,0.0
0,101,24,2,1,0.19801980198019803,0.8333333333333334
0,113,17,1,0,0.0,0.0
1,39,10,1,0,0.20512820512820512,0.8
0,46,17,3,1,0.0,0.0
0,124,46,5,1,0.1693548387096774,0.45652173913043476
1,64,17,2,0,0.0,0.0
0,177,23,3,1,0.24293785310734464,1.8695652173913044
1,40,32,2,0,0.0,0.0
0,75,39,4,0,0.08,0.15384615384615385
0,36,14,1,0,0.0,0.0
0,88,36,3,0,0.07954545454545454,0.19444444444444445
1,22,13,2,1,0.0,0.0
1,52,21,2,1,0.07692307692307693,0.19047619047619047
1,68,20,2,0,0.0,0.0
1,48,18,2,1,0.0,0.0
1,68,19,2,0,0.0,0.0
0,21,13,1,0,0.0,0.0
1,57,16,2,1,0.08771929824561403,0.3125
1,32,23,2,1,0.0,0.0
0,55,14,1,0,0.01818181818181818,0.07142857142857142
0,45,26,2,1,0.13333333333333333,0.23076923076923078
0,33,14,2,1,0.06060606060606061,0.14285714285714285
1,48,14,2,1,0.0,0.0
0,36,14,1,0,0.0,0.0
0,48,39,4,1,0.08333333333333333,0.10256410256410256
0,148,16,2,1,0.22297297297297297,2.0625
0,58,30,3,0,0.0,0.0
1,19,12,2,0,0.10526315789473684,0.16666666666666666
0,37,28,2,1,0.10810810810810811,0.14285714285714285
0,78,69,6,1,0.11538461538461539,0.13043478260869565
1,96,31,2,0,0.0,0.0
0,47,29,2,1,0.0,0.0
0,124,46,5,1,0.1532258064516129,0.41304347826086957
1,49,24,2,0,0.04081632653061224,0.08333333333333333
0,48,16,2,1,0.041666666666666664,0.125
0,164,30,2,1,0.20121951219512196,1.1
1,77,17,2,1,0.03896103896103896,0.17647058823529413
0,75,16,1,0,0.0,0.0
0,40,24,4,0,0.0,0.0
0,32,24,2,0,0.0,0.0
0,43,36,2,0,0.023255813953488372,0.027777777777777776
0,25,13,2,0,0.0,0.0
0,118,42,4,0,0.19491525423728814,0.5476190476190477
1,28,20,2,0,0.0,0.0
0,69,23,2,0,0.057971014492753624,0.17391304347826086
0,27,19,3,0,0.0,0.0
1,80,17,2,0,0.025,0.11764705882352941
0,70,16,2,1,0.14285714285714285,0.625
1,24,16,2,0,0.0,0.0
1,25,16,3,1,0.0,0.0
1,49,19,2,0,0.0,0.0
0,38,21,1,0,0.0,0.0
1,50,15,2,0,0.0,0.0
0,38,29,4,1,0.0,0.0
1,27,19,3,0,0.0,0.0
0,84,47,4,0,0.11904761904761904,0.2127659574468085
1,114,11,2,0,0.0,0.0
1,88,26,1,0,0.0,0.0
1,54,14,1,0,0.09259259259259259,0.35714285714285715
0,23,10,1,0,0.0,0.0
1,65,19,2,0,0.12307692307692308,0.42105263157894735
1,26,17,2,1,0.0,0.0
1,31,23,3,0,0.0,0.0
0,38,29,2,1,0.15789473684210525,0.20689655172413793
1,74,17,2,0,0.0,0.0
0,37,29,2,0,0.0,0.0
1,66,17,2,0,0.09090909090909091,0.35294117647058826
0,38,29,2,1,0.02631578947368421,0.034482758620689655
0,45,36,2,1,0.0,0.0
1,28,20,3,0,0.0,0.0
1,27,13,2,1,0.0,0.0
0,67,17,1,1,0.1044776119402985,0.4117647058823529
1,42,17,2,0,0.19047619047619047,0.47058823529411764
0,44,12,2,1,0.0,0.0
1,123,13,2,0,0.008130081300813009,0.07692307692307693
0,35,27,4,0,0.0,0.0
1,120,21,2,0,0.0,0.0
0,54,21,1,1,0.018518518518518517,0.047619047619047616
1,120,13,3,0,0.075,0.6923076923076923
1,63,18,3,1,0.0,0.0
1,30,22,3,0,0.0,0.0
0,39,19,2,0,0.20512820512820512,0.42105263157894735
0,20,6,1,0,0.0,0.0
1,86,11,1,0,0.023255813953488372,0.18181818181818182
0,39,31,4,0,0.0,0.0
0,28,20,2,0,0.07142857142857142,0.1
1,31,20,2,0,0.06451612903225806,0.1
1,40,17,2,0,0.0,0.0
0,39,20,2,0,0.0,0.0
1,36,16,2,1,0.0,0.0
1,45,20,2,1,0.0,0.0
0,33,14,2,0,0.0,0.0
0,70,7,1,1,0.0,0.0
0,77,23,1,0,0.3116883116883117,1.0434782608695652
0,88,22,3,1,0.13636363636363635,0.5454545454545454
1,61,21,2,1,0.0,0.0
0,22,11,2,0,0.0,0.0
1,31,13,2,1,0.03225806451612903,0.07692307692307693
0,76,50,5,0,0.09210526315789473,0.14
0,102,17,2,1,0.13725490196078433,0.8235294117647058
1,43,15,2,1,0.0,0.0
1,50,14,2,0,0.0,0.0
0,125,50,5,1,0.112,0.28
1,76,16,2,0,0.07894736842105263,0.375
1,27,18,2,1,0.0,0.0
1,47,14,2,0,0.0,0.0
1,58,28,2,0,0.0,0.0
1,31,17,2,0,0.0,0.0
0,46,38,2,0,0.06521739130434782,0.07894736842105263
0,155,14,1,1,0.3935483870967742,4.357142857142857
1,27,19,3,0,0.0,0.0
1,38,27,2,0,0.0,0.0
0,59,33,4,0,0.03389830508474576,0.06060606060606061
0,94,28,4,0,0.23404255319148937,0.7857142857142857
0,40,29,1,0,0.0,0.0
0,31,22,2,1,0.0,0.0
1,23,10,1,1,0.13043478260869565,0.3
0,66,41,5,0,0.25757575757575757,0.4146341463414634
0,79,13,2,1,0.13924050632911392,0.8461538461538461
1,12,5,1,0,0.0,0.0
1,29,21,3,0,0.0,0.0
0,123,46,5,1,0.1951219512195122,0.5217391304347826
0,84,26,4,0,0.0,0.0
0,92,22,2,0,0.15217391304347827,0.6363636363636364
1,35,17,2,1,0.0,0.0
1,93,20,2,0,0.010752688172043012,0.05
0,51,44,6,0,0.0,0.0
0,46,16,2,1,0.0,0.0
1,31,23,2,0,0.0,0.0
1,79,21,2,0,0.0,0.0
0,59,33,4,1,0.0,0.0
1,45,16,2,0,0.0,0.0
0,64,16,2,0,0.0,0.0
1,29,20,2,1,0.0,0.0
0,57,12,2,0,0.0,0.0
1,22,13,2,1,0.0,0.0
0,235,22,2,0,0.425531914893617,4.545454545454546
1,23,16,2,0,0.0,0.0
0,85,22,4,0,0.2823529411764706,1.0909090909090908
1,31,22,2,1,0.0,0.0
1,60,24,2,0,0.03333333333333333,0.08333333333333333
0,28,21,2,0,0.03571428571428571,0.047619047619047616
0,23,16,2,0,0.0,0.0
0,25,10,2,0,0.16,0.4
0,22,13,2,1,0.0,0.0
0,34,6,1,0,0.029411764705882353,0.16666666666666666
1,27,19,2,0,0.0,0.0
1,23,16,2,0,0.0,0.0
1,25,16,3,1,0.0,0.0
1,54,14,2,1,0.0,0.0
0,44,22,2,1,0.0,0.0
0,78,39,4,1,0.32051282051282054,0.6410256410256411
0,56,21,2,0,0.0,0.0
1,38,15,2,0,0.0,0.0
0,70,20,2,0,0.0,0.0
0,138,11,1,1,0.028985507246376812,0.36363636363636365
0,53,40,6,0,0.05660377358490566,0.075
0,163,19,2,0,0.3067484662576687,2.6315789473684212
0,41,23,3,1,0.0,0.0
0,50,18,2,1,0.0,0.0
0,34,25,2,1,0.0,0.0
1,72,23,2,1,0.013888888888888888,0.043478260869565216
1,55,18,3,0,0.10909090909090909,0.3333333333333333
1,37,20,2,1,0.0,0.0
1,35,27,2,0,0.0,0.0
1,24,15,2,1,0.0,0.0
0,38,29,3,1,0.0,0.0
0,39,30,2,1,0.0,0.0
1,22,13,2,1,0.0,0.0
0,77,23,1,0,0.2597402597402597,0.8695652173913043
0,64,16,1,0,0.296875,1.1875
0,95,26,2,0,0.0,0.0
0,35,15,2,0,0.11428571428571428,0.26666666666666666
1,82,17,2,0,0.0,0.0
0,81,12,1,1,0.06172839506172839,0.4166666666666667
1,31,24,3,0,0.0,0.0
0,19,11,2,0,0.15789473684210525,0.2727272727272727
0,25,17,1,1,0.0,0.0
1,32,24,2,0,0.0,0.0
0,37,23,3,0,0.0,0.0
0,21,7,1,1,0.047619047619047616,0.14285714285714285
0,89,22,3,1,0.25842696629213485,1.0454545454545454
0,82,16,2,0,0.25609756097560976,1.3125
0,38,22,2,0,0.02631578947368421,0.045454545454545456
1,25,16,2,1,0.08,0.125
0,41,17,2,0,0.0,0.0
0,141,36,3,1,0.04964539007092199,0.19444444444444445
0,87,21,2,0,0.22988505747126436,0.9523809523809523
0,416,16,2,1,0.12259615384615384,3.1875
0,58,24,2,0,0.08620689655172414,0.20833333333333334
1,96,14,2,1,0.041666666666666664,0.2857142857142857
0,32,23,3,1,0.0,0.0
1,23,15,2,0,0.0,0.0
1,17,9,1,0,0.0,0.0
0,42,34,2,1,0.0,0.0
0,72,19,2,1,0.0,0.0
0,33,11,1,0,0.0,0.0
0,41,32,3,1,0.0,0.0
0,25,14,1,0,0.0,0.0
0,105,21,1,0,0.1523809523809524,0.7619047619047619
0,47,15,2,0,0.0,0.0
0,110,19,2,0,0.23636363636363636,1.368421052631579
0,33,26,2,0,0.030303030303030304,0.038461538461538464
1,60,15,2,0,0.016666666666666666,0.06666666666666667
0,26,18,2,0,0.07692307692307693,0.1111111111111111
0,23,15,2,0,0.0,0.0
0,27,11,1,1,0.0,0.0
1,43,10,1,1,0.0,0.0
0,88,21,1,0,0.011363636363636364,0.047619047619047616
1,46,24,1,0,0.0,0.0
1,27,11,2,0,0.0,0.0
1,35,19,2,0,0.05714285714285714,0.10526315789473684
0,40,16,2,0,0.0,0.0
1,41,14,2,0,0.0975609756097561,0.2857142857142857
1,71,19,3,1,0.0,0.0
0,145,24,1,1,0.20689655172413793,1.25
0,126,10,1,0,0.03968253968253968,0.5
1,31,23,2,0,0.0,0.0
1,27,18,2,1,0.0,0.0
0,106,17,2,0,0.3018867924528302,1.8823529411764706
0,45,18,2,0,0.0,0.0
0,39,15,3,1,0.02564102564102564,0.06666666666666667
0,55,13,1,0,0.0,0.0
1,40,21,2,1,0.075,0.14285714285714285
1,46,21,3,0,0.0,0.0
1,24,16,2,0,0.0,0.0
0,32,24,2,0,0.0,0.0
1,26,17,2,1,0.0,0.0
0,73,25,2,0,0.0410958904109589,0.12
1,27,17,2,0,0.0,0.0
1,54,11,1,1,0.0,0.0
1,48,24,2,0,0.0,0.0
1,25,16,3,1,0.04,0.0625
0,74,21,3,0,0.05405405405405406,0.19047619047619047
1,53,15,2,0,0.1320754716981132,0.4666666666666667
0,35,28,2,0,0.02857142857142857,0.03571428571428571
0,28,19,2,1,0.0,0.0
0,68,21,2,0,0.0,0.0
0,39,19,2,1,0.0,0.0
